gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:status,erl:owner,erl:startDate,erl:endDate,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:status_uri,erl:specification_uri,erl:shape
ga.erl.mineview.333803,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333803,Cosmos,historic mine,Western Areas Limited,,,method unknown,1000 metres,http://www.westernareas.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333803,POINT (120.57773120220001 -27.59898693294968)
ga.erl.mineview.333804,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333804,Boomerang,historic mine,Westgold Resources Limited,,,"State or NT agency supplied location, method unknown",999 metres,http://www.westgold.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333804,POINT (118.28870000000002 -27.044400021425044)
ga.erl.mineview.333805,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333805,Cattlin Creek,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333805,POINT (120.03450776670005 -33.56325953232735)
ga.erl.mineview.333806,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333806,Rand,historic mine,Metals X Limited,,,"State or NT agency supplied location, method unknown",999 metres,http://www.metalsx.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333806,POINT (118.2702 -27.121546021553605)
ga.erl.mineview.333807,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333807,Ord Range,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333807,POINT (119.15116084680001 -20.28839700307099)
ga.erl.mineview.333808,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333808,Hornet,mineral deposit,"Northern Star Resources Limited, Rand Mining Limited, Tribune Resources Limited",,,"State or NT agency supplied location, method unknown",500 metres,"http://www.nsrltd.com/, http://www.randmining.com.au/, http://www.tribune.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333808,POINT (121.26400000000002 -30.749700027531453)
ga.erl.mineview.333809,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333809,Turtle,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333809,POINT (125.3118156061 -17.413646012731835)
ga.erl.mineview.333810,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333810,Mount Angelo,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333810,POINT (127.4902014972 -18.437513842448862)
ga.erl.mineview.333811,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333811,Beta Hunt,operating mine,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333811,POINT (121.6939146474 -31.24026017821163)
ga.erl.mineview.333812,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333812,Yulgilbar-Lionsville,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333812,POINT (152.5010442335 -29.195233182001225)
ga.erl.mineview.333813,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333813,Junior,mineral deposit,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333813,POINT (143.395013522 -19.77993366927867)
ga.erl.mineview.333814,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333814,Bullant,mineral deposit,Zijin Mining Group Company Ltd,,,"State or NT agency supplied location, method unknown",500 metres,http://www.zjky.cn,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333814,POINT (121.0578 -30.527500027174753)
ga.erl.mineview.333815,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333815,Quartz Circle,mineral deposit,,,,method unknown,1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333815,POINT (120.18744292200002 -21.66500148993796)
ga.erl.mineview.333817,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333817,South Walker Creek,operating mine,"BHP Billiton Limited, MITSUI & CO. (AUSTRALIA) LTD.",,,method unknown,999 metres,"http://www.bhpbilliton.com/, http://www.mitsui.com/au",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333817,POINT (148.4427134628 -21.770941571394534)
ga.erl.mineview.333818,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333818,Minerva,operating mine,Sojitz Corporation,,,method unknown,50 metres,http://www.sojitz.com/en,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333818,POINT (148.047135 -23.92137601630734)
ga.erl.mineview.333819,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333819,Silver Star,mineral deposit,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333819,POINT (145.1856841634 -17.34498418065354)
ga.erl.mineview.333820,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333820,King Solomon - Coolgardie,historic mine,Focus Minerals Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.focusminerals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333820,POINT (121.17410000000001 -30.953200027856383)
ga.erl.mineview.333821,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333821,Roper Bar,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333821,POINT (135.074 -15.223000004948624)
ga.erl.mineview.333822,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333822,Bakers Flat,mineral deposit,Northern Star Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.nsrltd.com/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333822,POINT (121.2687 -30.96940002788218)
ga.erl.mineview.333823,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333823,Waite Kauri,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333823,POINT (121.7158457315 -28.677231010344254)
ga.erl.mineview.333824,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333824,Saint George,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333824,POINT (143.5541074768 -18.28949873556728)
ga.erl.mineview.333825,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333825,Peacemaker,mineral deposit,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333825,POINT (145.25808523230003 -17.352157749661703)
ga.erl.mineview.333826,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333826,Paradigm,mineral deposit,Northern Star Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.nsrltd.com/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333826,POINT (120.93830000000001 -30.47490002709002)
ga.erl.mineview.333827,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333827,Alligator Anticline,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333827,POINT (118.63138846070001 -23.04605106223033)
ga.erl.mineview.333828,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333828,Karkarooc,mineral deposit,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333828,POINT (142.3101490431 -36.05332002134151)
ga.erl.mineview.333829,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333829,Port Pirie,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333829,POINT (138.0013356921 -33.17896801936981)
ga.erl.mineview.333830,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333830,Sandy Flat,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333830,POINT (137.72341259509997 -17.295351547897205)
ga.erl.mineview.333832,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333832,Winchester (Also Known As Batchelor),mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333832,POINT (131.05002035810003 -13.047168039633487)
ga.erl.mineview.333835,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333835,Hermidale,mineral deposit,,,,"State or NT agency supplied location, method unknown",250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333835,POINT (146.701313 -31.428375028607885)
ga.erl.mineview.333836,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333836,Wellington Alluvials,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333836,POINT (148.9511691263 -32.54531351982797)
ga.erl.mineview.333837,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333837,North Ironcap Group,mineral deposit,,,,satellite image,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333837,POINT (119.69000000000001 -32.36000003004759)
ga.erl.mineview.333838,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333838,Stuart,historic mine,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333838,POINT (151.143883 -23.79133301610061)
ga.erl.mineview.333839,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333839,Goliath,mineral deposit,,,,"State or NT agency supplied location, method unknown",250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333839,POINT (142.975651 -34.279744032836575)
ga.erl.mineview.333840,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333840,Galileo,mineral deposit,Cristal Mining,,,"State or NT agency supplied location, method unknown",999 metres,http://www.cristal.com,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333840,POINT (142.428 -34.96080003375615)
ga.erl.mineview.333841,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333841,Dingo Hill - Katanning,historic mine,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333841,POINT (117.92020000000002 -33.57490003184406)
ga.erl.mineview.333842,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333842,Dyliabing,mineral deposit,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333842,POINT (117.89535500000002 -33.52598603177373)
ga.erl.mineview.333843,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333843,Peak Hill Main Pit (Au),historic mine,Westgold Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.westgold.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333843,POINT (118.7172 -25.639400019094683)
ga.erl.mineview.333844,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333844,Rosevale,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333844,POINT (146.9174551676 -41.40297361803768)
ga.erl.mineview.333845,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333845,Stuart Town,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333845,POINT (149.0858712717 -32.805211503217514)
ga.erl.mineview.333846,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333846,Meckering,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333846,POINT (116.98043799999999 -31.623898028913935)
ga.erl.mineview.333847,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333847,Highland Chief,historic mine,Minjar Gold Pty Ltd,,,"State or NT agency supplied location, method unknown",500 metres,http://www.minjargold.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333847,POINT (116.96799999999999 -29.1697000249591)
ga.erl.mineview.333848,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333848,Monaco,mineral deposit,Minjar Gold Pty Ltd,,,method unknown,250 metres,http://www.minjargold.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333848,POINT (116.958855 -28.938747024577502)
ga.erl.mineview.333849,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333849,Zeus - Ashburton,historic mine,Northern Star Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.nsrltd.com/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333849,POINT (117.91120000000001 -23.437500015541797)
ga.erl.mineview.333850,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333850,New Morning,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333850,POINT (119.6800736797 -32.450402115084636)
ga.erl.mineview.333851,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333851,Mount Fort Cooper,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333851,POINT (148.505 -21.555000012676125)
ga.erl.mineview.333855,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333855,Apache,historic mine,Zijin Mining Group Company Ltd,,,"State or NT agency supplied location, method unknown",500 metres,http://www.zjky.cn,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333855,POINT (121.40969999999999 -30.82580002765318)
ga.erl.mineview.333856,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333856,Junnagunna,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333856,POINT (138.14119817640002 -17.47561254200286)
ga.erl.mineview.333857,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333857,Ministers North,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333857,POINT (119.1154 -22.821600014583133)
ga.erl.mineview.333859,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333859,Rum Jungle,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333859,POINT (131.0012366546 -13.025767325017897)
ga.erl.mineview.333860,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333860,West Rolleston,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333860,POINT (148.069 -24.46900001718527)
ga.erl.mineview.333861,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333861,Agricola,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333861,POINT (152.616669958 -26.69682702514627)
ga.erl.mineview.333862,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333862,Andamooka,operating mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333862,POINT (137.1699778506 -30.447083751245177)
ga.erl.mineview.333863,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333863,Barbara - Surprise,historic mine,Northern Star Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.nsrltd.com/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333863,POINT (121.2482 -30.96410002787374)
ga.erl.mineview.333864,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333864,Bardoc,historic mine,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333864,POINT (121.28644023289999 -30.33633633426633)
ga.erl.mineview.333865,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333865,Cape Flattery,operating mine,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333865,POINT (145.2721642112 -14.985022716327885)
ga.erl.mineview.333866,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333866,Galtee More,historic mine,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333866,POINT (117.8312 -28.012700023039287)
ga.erl.mineview.333867,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333867,Greenvale,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333867,POINT (144.9337985902 -18.96116662680612)
ga.erl.mineview.333868,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333868,Kambalda,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333868,POINT (121.6505529408 -31.17895915981473)
ga.erl.mineview.333869,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333869,Paradise South,mineral deposit,Legend International Holdings Inc,,,method unknown,2000 metres,http://www.lgdi.net,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333869,POINT (139.1120149065 -19.75705229324798)
ga.erl.mineview.333870,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333870,Lady Loretta,operating mine,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333870,POINT (139.0701934723 -19.768588541363446)
ga.erl.mineview.333871,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333871,Marvel Loch,historic mine,Shandong Tianye Real Estate,,,"State or NT agency supplied location, method unknown",500 metres,http://www.sdtianye.com,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333871,POINT (119.4926 -31.464600028664734)
ga.erl.mineview.333872,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333872,Mertondale Project,historic mine,Kin Mining NL,,,satellite image,999 metres,http://www.kinmining.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333872,POINT (121.545 -28.665600024124952)
ga.erl.mineview.333873,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333873,Mount Isa (Pb-Zn-Ag orebodies),operating mine,Glencore Xstrata plc,,,method unknown,100 metres,http://www.glencorexstrata.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333873,POINT (139.4781919261 -20.721580727275843)
ga.erl.mineview.333874,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333874,Norseman Project,historic mine,,,,satellite image,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333874,POINT (121.79409999999999 -32.196400029798305)
ga.erl.mineview.333875,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333875,Orebody 25,operating mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333875,POINT (119.78702000000001 -23.328250015370415)
ga.erl.mineview.333876,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333876,Rosebery,operating mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333876,POINT (145.5431 -41.77230004012832)
ga.erl.mineview.333878,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333878,Northern Star,historic mine,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333878,POINT (134.1466352403 -19.31557805156381)
ga.erl.mineview.333879,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333879,Northampton,historic mine,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333879,POINT (114.63480312539998 -28.34630765949458)
ga.erl.mineview.333880,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333880,Kanowna Belle,operating mine,Northern Star Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.nsrltd.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333880,POINT (121.5761 -30.610100027307574)
ga.erl.mineview.333881,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333881,Hopes Hill,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333881,POINT (119.43616028060002 -31.35372881069053)
ga.erl.mineview.333882,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333882,Nangaroo,historic mine,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333882,POINT (121.810432513 -28.919364783245438)
ga.erl.mineview.333883,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333883,Silvergrass (Rio),under development,Rio Tinto Limited,,,other method,100 metres,http://www.riotinto.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333883,POINT (117.1851598372 -22.183297055210453)
ga.erl.mineview.333884,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333884,Ben Mohr,mineral deposit,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333884,POINT (148.8679494373 -21.26557208065405)
ga.erl.mineview.333885,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333885,Daintree,historic mine,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333885,POINT (144.4036117647 -18.973274726921584)
ga.erl.mineview.333886,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333886,St Dizier,mineral deposit,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333886,POINT (145.13523222040004 -41.82391431915338)
ga.erl.mineview.333887,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333887,Mount Molloy,historic mine,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333887,POINT (145.334282465 -16.700941951639994)
ga.erl.mineview.333888,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333888,Daylesford Goldfield,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333888,POINT (144.1500182232 -37.34699316822246)
ga.erl.mineview.333889,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333889,Union Hill,historic mine,Octagonal Resources Limited,,,satellite image,999 metres,http://www.octagonalresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333889,POINT (144.0731 -36.98490003622649)
ga.erl.mineview.333890,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333890,Gossan Hill,operating mine,Minerals and Metals Group (MMG),,,"State or NT agency supplied location, method unknown",500 metres,http://www.mmg.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333890,POINT (116.9626 -28.777200024310005)
ga.erl.mineview.333891,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333891,Pentland,mineral deposit,Glencore Plc,,,method unknown,2000 metres,http://www.glencore.com/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333891,POINT (145.19864350940003 -20.63348602315175)
ga.erl.mineview.333893,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333893,IXL,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333893,POINT (139.88719614389998 -20.596562201499896)
